,Valor,Calificacion,Area
3717,912576,6.0,3365
3718,1133410,6.0,4822
3719,393507,2.0,1500
3720,633391,1.0,3748
3721,683107,10.0,1176
3723,909981,2.0,4861
3725,952243,7.0,1279
3726,696685,2.0,2436
3727,1045846,7.0,557
3728,609767,6.0,1514
3730,429922,3.0,3060
3731,1076948,3.0,2529
3732,357280,6.0,2448
3733,459933,3.0,2219
3735,864906,7.0,340
3736,420779,5.0,2140
3737,761864,9.0,1274
3738,1002881,6.0,529
3739,969722,6.0,4395
3740,957300,2.0,2332
3742,737955,8.0,4812
3743,798928,2.0,3944
3744,576857,9.0,4136
3745,434961,3.0,4212
3746,871942,1.0,2507
3747,1102973,6.0,4978
3749,760199,6.0,1708
3750,545282,8.0,432
3751,933741,1.0,2921
3752,1131933,8.0,1223
3754,487629,2.0,317
3755,433086,5.0,1958
3756,604086,6.0,2417
3757,1138296,9.0,4858
3758,438854,6.0,1512
3759,421467,9.0,4944
3760,846595,2.0,1822
3761,562424,2.0,4039
3762,1024500,9.0,3671
3763,1040416,8.0,906
3764,614936,3.0,2355
3766,476895,4.0,4062
3767,1148618,9.0,1006
3768,536258,10.0,2010
3770,571333,7.0,3382
3771,1027648,6.0,3823
3772,959940,10.0,2427
3773,492819,3.0,929
3774,900997,3.0,4033
3777,952489,7.0,4521
3778,452705,8.0,1510
3779,1090780,2.0,151
3780,683851,6.0,1618
3781,1111529,9.0,1185
3782,616799,4.0,713
3783,869838,10.0,1896
3785,1061399,1.0,3691
3786,1121143,8.0,863
3787,630016,9.0,3740
3788,462492,9.0,921
3789,1026795,1.0,3051
3790,1104556,4.0,408
3791,746967,5.0,3553
3792,1125282,9.0,2379
3793,1030204,7.0,4241
3794,1103197,1.0,3667
3795,351537,6.0,3570
3796,839689,6.0,3527
3798,819032,6.0,2101
3799,435046,4.0,838
3800,541969,8.0,2295
3801,623992,2.0,2905
3802,841558,7.0,2163
3804,376370,10.0,1299
3805,929196,6.0,1868
3806,562066,4.0,1225
3807,410767,1.0,4373
3808,1044419,5.0,271
3809,1011358,1.0,3747
3811,1086031,8.0,2589
3812,465403,8.0,2209
3813,806445,1.0,1882
3814,1110765,1.0,3971
3815,840903,2.0,2956
3816,1045613,4.0,4624
3817,860145,1.0,1576
3819,676820,7.0,4418
3820,774094,8.0,3813
3821,579779,6.0,468
3822,460726,5.0,1590
3824,656432,6.0,2777
3825,1095717,9.0,2340
3828,429699,10.0,897
3829,488528,6.0,4397
3830,553910,7.0,3351
3831,912354,9.0,2097
3833,949424,7.0,2854
3834,785392,1.0,4380
3835,975452,4.0,1983
3836,606707,2.0,3682
3837,558225,3.0,3371
3838,508453,9.0,1177
3839,832174,8.0,4616
3840,467178,4.0,2635
3841,853185,9.0,3951
3842,922384,10.0,3246
3843,1088920,2.0,2518
3844,662643,6.0,3541
3845,619342,7.0,2232
3846,683795,6.0,3341
3847,497715,5.0,213
3848,875311,5.0,4208
3849,1077946,1.0,2570
3851,772724,7.0,3325
3852,1109357,8.0,1647
3853,594978,6.0,3032
3854,922533,8.0,4999
3855,544721,5.0,4632
3856,442811,8.0,2886
3857,787490,1.0,1518
3859,722210,8.0,4501
3860,1120865,7.0,2334
3861,790874,6.0,263
3862,595695,10.0,2411
3863,957654,9.0,1510
3864,479190,4.0,186
3865,938682,2.0,3161
3867,1135108,7.0,3149
3868,412893,10.0,4662
3869,947947,7.0,4988
3870,813109,2.0,2806
3871,568324,2.0,4227
3872,448398,10.0,3861
3873,885289,1.0,2213
3874,576792,1.0,1155
3875,675747,9.0,1749
3877,1101872,8.0,2364
3878,466111,7.0,3748
3879,423159,5.0,3246
3881,856601,4.0,916
3882,444635,3.0,3545
3884,402462,4.0,1883
3885,776262,8.0,1266
3886,727868,6.0,1334
3887,829914,4.0,4776
3888,779900,7.0,2003
3889,832376,8.0,3556
3890,672869,5.0,4623
3891,530150,3.0,2004
3892,856436,6.0,410
3893,659523,6.0,2551
3894,526928,5.0,3210
3895,718754,9.0,324
3896,382185,6.0,1662
3898,710091,10.0,2709
3899,1126818,5.0,4857
3900,993018,4.0,3898
3901,1001329,3.0,3160
3903,736188,5.0,2835
3905,838807,4.0,1090
3906,664574,1.0,1860
3907,587314,7.0,750
3908,513205,5.0,1184
3909,841768,6.0,4649
3910,914244,6.0,3853
3911,706115,8.0,582
3912,955212,2.0,2633
3913,596321,4.0,1917
3914,793627,4.0,1551
3915,579538,8.0,4711
3916,1110341,1.0,3816
3918,369434,1.0,4218
3919,701891,7.0,3039
3920,641558,5.0,1971
3921,621186,4.0,1012
3923,865750,9.0,215
3924,518048,5.0,4874
3925,762823,3.0,3955
3926,552138,9.0,762
3927,468497,3.0,746
3928,459989,6.0,2555
3929,612640,9.0,2998
3930,983628,8.0,375
3931,584369,3.0,3399
3932,832868,3.0,4011
3933,719901,6.0,458
3934,403195,5.0,3803
3935,542208,5.0,4791
3936,671651,5.0,1193
3937,1137811,5.0,267
3939,803125,6.0,3672
3940,1143203,2.0,419
3941,850130,1.0,1975
3942,628179,5.0,2893
3943,957947,3.0,1804
3944,444630,1.0,1646
3945,1132059,9.0,809
3946,1063241,2.0,640
3947,911896,5.0,4443
3948,602263,6.0,3809
3949,733622,3.0,4119
3950,701174,8.0,777
3951,579034,8.0,4882
3952,820805,5.0,3547
3953,1125044,10.0,567
3954,1063045,4.0,4471
3955,1146966,6.0,4324
3956,657100,1.0,1000
3957,462363,6.0,2627
3958,701506,10.0,3431
3959,499140,9.0,3032
3961,685665,8.0,1295
3962,768393,6.0,3839
3963,510395,3.0,1074
3964,595906,7.0,4249
3966,576158,8.0,4398
3967,702139,10.0,4392
3968,887922,9.0,355
3969,688772,7.0,4501
3970,638435,6.0,3514
3971,1138129,6.0,3770
3973,612301,3.0,302
3974,431213,2.0,2644
3975,1091849,8.0,4507
3976,874061,6.0,3961
3977,988396,5.0,3841
3978,360105,6.0,391
3979,677332,10.0,575
3980,787242,7.0,3582
3981,665141,3.0,979
3982,853372,1.0,216
3983,919747,10.0,4637
3985,1017429,7.0,1537
3986,864064,6.0,2876
3987,1036416,6.0,605
3988,584630,6.0,895
3989,497227,6.0,1117
3990,463569,1.0,2970
3991,932512,1.0,2031
3992,836915,7.0,515
3993,545044,10.0,1607
3994,935060,3.0,1500
3997,597351,2.0,455
3998,887304,1.0,1886
3999,802379,5.0,4663
4001,394722,4.0,4158
4002,480473,8.0,2624
4004,686913,3.0,4399
4005,963854,6.0,4630
4006,702477,1.0,228
4007,1054086,6.0,891
4008,446842,6.0,2563
4009,1145007,4.0,2489
4010,580866,2.0,3496
4011,1041767,8.0,4098
4012,461005,7.0,1690
4013,797564,1.0,580
4014,417911,6.0,298
4015,981881,2.0,3516
4016,364467,6.0,3664
4017,1131899,2.0,293
4018,986085,10.0,2035
4019,998316,9.0,3601
4020,351878,7.0,630
4021,971698,3.0,822
4022,428377,3.0,646
4023,910335,1.0,1826
4025,916320,4.0,4943
4026,519215,1.0,2397
4027,706436,8.0,390
4028,574585,1.0,3122
4029,360315,7.0,2514
4030,1106190,2.0,4335
4031,1025133,6.0,3449
4033,456525,6.0,2007
4034,721899,1.0,2857
4036,712622,7.0,3980
4037,432937,6.0,410
4038,952466,9.0,4972
4039,928370,4.0,1627
4041,975548,5.0,608
4042,853846,4.0,3260
4043,1121015,2.0,896
4045,591681,9.0,347
4046,636708,1.0,3976
4047,624738,5.0,1101
4048,685903,2.0,374
4049,749729,5.0,3517
4050,539692,4.0,3332
4051,571329,3.0,2136
4052,855521,1.0,4971
4053,652218,5.0,1605
4054,712857,6.0,1637
4055,920323,5.0,4253
4056,1120392,1.0,1731
4057,846235,4.0,2729
4058,357361,7.0,3091
4059,705575,9.0,4805
4060,748374,6.0,1184
4061,804191,9.0,946
4062,898727,6.0,3507
4063,867618,1.0,2990
4064,972756,8.0,3367
4065,833572,3.0,545
4066,1131495,7.0,4148
4067,386370,7.0,4392
4068,885032,7.0,1970
4069,517273,9.0,1716
4070,442239,1.0,3973
4072,547797,3.0,3933
4073,666101,4.0,2250
4074,970396,4.0,3382
4075,381328,5.0,599
4076,588057,7.0,4356
4077,788372,10.0,865
4078,582733,1.0,1672
4079,1045564,9.0,2241
4080,575655,10.0,1483
4081,702158,6.0,1550
4083,487545,6.0,2125
4084,810567,7.0,4316
4085,491941,6.0,3093
4086,826766,5.0,4958
4087,750430,2.0,1473
4088,682550,6.0,4706
4089,711562,1.0,4829
4090,817942,4.0,3179
4091,1140254,6.0,4804
4092,551420,8.0,4711
4093,847770,6.0,1845
4095,962935,2.0,484
4096,425338,7.0,4182
4097,454554,5.0,1499
4098,744496,3.0,416
4099,966243,2.0,4672
4100,572538,8.0,2477
4101,983551,6.0,3320
4102,1127360,9.0,3532
4103,1112380,6.0,3700
4104,1028370,1.0,4516
4105,500776,3.0,566
4106,469996,3.0,1272
4107,542126,10.0,988
4108,873624,6.0,2391
4109,871929,7.0,1467
4110,740468,10.0,1257
4111,447419,6.0,326
4112,1112385,7.0,1975
4113,641585,5.0,699
4114,609207,2.0,3951
4115,1038786,1.0,794
4116,560093,6.0,432
4118,936232,9.0,1906
4119,495997,6.0,3141
4120,618096,7.0,2545
4121,802245,2.0,4254
4122,715846,2.0,2213
4123,888745,6.0,2650
4124,439950,7.0,1052
4125,554272,5.0,1227
4126,360748,9.0,1759
4127,532205,1.0,4249
4129,870781,5.0,543
4131,800012,6.0,4743
4132,657414,1.0,3936
4135,384299,6.0,3863
4137,964862,2.0,1261
4138,420414,6.0,1774
4139,444146,7.0,2672
4141,918712,10.0,460
4142,576312,7.0,3135
4143,918116,4.0,2033
4144,722724,8.0,3335
4146,1068800,10.0,4897
4148,1137058,4.0,1872
4149,624259,9.0,1213
4150,509622,6.0,3321
4151,683765,1.0,4857
4152,463304,8.0,4797
4153,474244,6.0,2273
4154,699322,6.0,1048
4155,1108172,1.0,3395
4156,409466,2.0,805
4157,698559,9.0,2972
4158,660970,6.0,1206
4160,351888,6.0,4463
4161,668303,4.0,3711
4162,1065943,2.0,3706
4163,865451,3.0,4497
4164,695069,4.0,1761
4165,718478,2.0,1222
4166,584249,1.0,3697
4167,977012,4.0,4985
4168,1146171,5.0,2910
4169,1096420,2.0,391
4170,361537,6.0,948
4171,654698,6.0,2946
4172,1148852,6.0,3806
4173,1146313,6.0,507
4174,650030,8.0,4949
4175,672733,7.0,4746
4176,1145217,3.0,1968
4177,472307,5.0,3882
4178,870209,7.0,2419
4179,477987,8.0,3613
4180,594419,1.0,749
4181,490474,9.0,151
4182,682789,4.0,4564
4183,756501,5.0,566
4184,1135705,6.0,1549
4185,1113785,6.0,4350
4187,765487,9.0,4758
4188,753775,5.0,630
4189,1105443,6.0,3744
4190,1048699,3.0,3138
4191,509791,6.0,201
4192,534657,6.0,2037
4193,477689,7.0,1937
4194,561168,3.0,1745
4195,1042101,2.0,4808
4196,1131705,1.0,1357
4197,788262,4.0,3578
4198,628120,7.0,1052
4199,608102,2.0,2813
4200,521667,3.0,4097
4201,934098,5.0,2737
4202,703623,7.0,3092
4203,1040771,5.0,1891
4205,423318,6.0,2813
4206,989078,6.0,173
4207,601670,8.0,1810
4208,539336,5.0,919
4209,1033117,2.0,1373
4210,1078624,9.0,4047
4211,1038903,1.0,3750
4212,1070153,3.0,1980
4213,806040,1.0,4576
4214,909121,1.0,4033
4215,510278,8.0,1738
4216,990900,6.0,625
4217,389682,6.0,4178
4218,777390,3.0,3651
4219,743996,7.0,3721
4220,1091643,5.0,1946
4221,1095030,3.0,614
4222,1005390,1.0,470
4223,891536,6.0,4889
4224,592684,3.0,560
4225,878229,7.0,4609
4226,872359,1.0,3350
4227,864195,9.0,759
4228,813518,2.0,2506
4229,793773,1.0,175
4230,589063,8.0,921
4231,583540,4.0,1274
4232,1009376,2.0,3908
4233,992288,8.0,2273
4234,916868,9.0,242
4235,741219,4.0,657
4236,398565,9.0,4080
4237,851254,3.0,366
4238,811864,5.0,2555
4239,817966,3.0,4956
4240,875080,6.0,4296
4241,581414,2.0,1876
4242,1099386,6.0,1106
4243,1016316,10.0,2756
4244,533652,7.0,3490
4245,470178,4.0,2225
4246,1068491,7.0,1662
4247,545377,3.0,4047
4248,1084457,4.0,1310
4249,857658,1.0,1807
4250,957158,9.0,3835
4251,429583,8.0,2003
4252,632448,3.0,483
4253,527626,2.0,754
4254,984080,8.0,2561
4255,521861,5.0,4229
4256,409752,4.0,4490
4257,412746,8.0,367
4259,687804,6.0,738
4260,927002,8.0,683
4261,983131,2.0,2067
4262,908534,7.0,522
4263,679480,5.0,2969
4265,554598,4.0,589
4266,969329,8.0,586
4267,1109581,1.0,2886
4268,766893,6.0,321
4269,639071,3.0,3217
4270,368437,7.0,4643
4271,627121,1.0,1047
4272,666733,4.0,2548
4273,941049,5.0,2674
4274,818283,6.0,4504
4275,933283,4.0,2573
4276,1075405,7.0,3660
4277,467970,8.0,4352
4278,1144274,10.0,279
4279,674398,3.0,4451
4280,888762,4.0,670
4281,477793,5.0,4951
4282,644844,9.0,3640
4283,1090775,10.0,2392
4284,498014,5.0,3924
4285,478412,2.0,1027
4286,882775,5.0,222
4287,612245,6.0,4646
4288,719345,7.0,2977
4289,563840,6.0,4422
4290,935630,5.0,330
4291,417148,6.0,3447
4292,470921,1.0,2336
4293,534713,8.0,2198
4294,916675,5.0,606
4295,1053565,9.0,546
4296,1114000,2.0,2563
4297,718676,7.0,801
4299,967099,6.0,1873
4300,917178,3.0,2299
4301,911041,6.0,172
4302,630551,6.0,4376
4303,1142122,2.0,3124
4304,417168,7.0,1741
4305,542173,2.0,3552
4306,871481,6.0,1338
4307,526869,1.0,1112
4308,904481,7.0,1094
4309,1068700,6.0,2390
4310,523208,2.0,2179
4311,699492,3.0,1190
4312,466806,8.0,1828
4313,795886,4.0,3382
4314,593102,9.0,3751
4315,943342,5.0,1508
4316,374479,2.0,2149
4317,386338,1.0,1658
4318,1145388,6.0,4263
4319,362559,3.0,779
4320,526501,9.0,3233
4321,855374,5.0,876
4322,833088,7.0,2098
4323,710418,8.0,604
4324,443644,6.0,4688
4325,899269,4.0,3637
4326,870240,9.0,1479
4327,1052581,7.0,2720
4328,610814,7.0,4514
4329,874237,4.0,4737
4331,636319,3.0,1638
4333,921426,2.0,2556
4334,879296,1.0,2714
4335,540047,3.0,1187
4337,520833,4.0,4966
4338,1054347,6.0,1711
4339,1007535,5.0,3865
4340,480768,8.0,4416
4341,353188,2.0,3906
4342,432615,10.0,1117
4343,839292,9.0,2582
4344,1098408,10.0,1682
4345,823229,6.0,360
4346,885808,6.0,2736
4347,425782,6.0,2141
4349,448308,3.0,996
4350,455244,3.0,4808
4351,1068340,3.0,1897
4353,543269,7.0,4609
4354,440402,1.0,3902
4356,493406,2.0,2447
4357,1145025,6.0,3040
4358,827503,6.0,2397
4359,814995,10.0,592
4360,772798,1.0,757
4361,849758,8.0,4022
4362,763196,7.0,1079
4363,470621,3.0,2251
4364,500267,6.0,2780
4365,814537,5.0,4818
4366,376667,8.0,4465
4367,995091,6.0,3023
4368,588313,6.0,4871
4369,911188,7.0,1938
4373,570522,9.0,2891
4374,443089,1.0,4544
4375,531488,6.0,4064
4376,1008144,10.0,1064
4377,423282,2.0,2929
4378,1102732,9.0,4673
4379,631440,3.0,1106
4380,1137301,8.0,4388
4381,509278,2.0,4162
4382,788897,5.0,1620
4384,768242,3.0,4445
4385,820946,2.0,2840
4386,712144,4.0,1964
4387,453028,7.0,620
4388,446857,6.0,653
4391,726595,7.0,4077
4392,991239,4.0,2783
4393,1054556,10.0,451
4394,607728,5.0,2209
4395,531878,7.0,4676
4396,1098382,6.0,814
4397,1063101,10.0,2541
4398,1093396,3.0,4394
4399,515070,4.0,481
4401,486865,3.0,1057
4402,1091728,6.0,2901
4403,853130,4.0,3803
4404,1075783,9.0,598
4405,1131890,2.0,1089
4406,1129084,6.0,2352
4407,1088055,6.0,3991
4410,719062,10.0,4850
4412,1096503,1.0,1111
4413,1103789,1.0,4964
4414,1117263,2.0,1131
4415,1093522,1.0,4752
4416,885293,1.0,3842
4417,511342,1.0,2644
4419,523570,6.0,619
4420,999947,5.0,2023
4421,868248,7.0,360
4422,1057657,6.0,4557
4424,816564,8.0,4231
4425,788842,9.0,4568
4426,630747,6.0,1949
4427,570024,2.0,1332
4429,721137,7.0,3234
4431,525231,8.0,2456
4432,386234,1.0,873
4433,399589,4.0,4022
4434,437688,2.0,508
4435,1146407,10.0,282
4436,714883,6.0,4661
4437,1007691,6.0,653
4438,357349,8.0,4792
4439,728194,2.0,2272
4440,861915,4.0,4371
4441,1062623,6.0,1244
4442,1122884,3.0,1218
4443,403332,10.0,2112
4444,482567,6.0,1193
4445,491728,4.0,4826
4446,811108,3.0,4598
4447,745459,4.0,471
4448,1074221,5.0,1601
4450,780207,2.0,479
4451,927702,6.0,480
4452,436201,6.0,1855
4453,1077915,7.0,2606
4454,1112896,7.0,1736
4455,1092297,2.0,2419
4456,809104,9.0,2485
4457,912591,7.0,2644
4458,721568,9.0,263
4459,904654,2.0,824
4460,1123437,2.0,4930
4461,651305,1.0,3854
4462,594824,7.0,2102
4463,749116,3.0,4886
4464,702613,1.0,1316
4465,1105902,9.0,3452
4466,830329,8.0,1531
4467,724050,8.0,2215
4468,737133,7.0,884
4469,962391,2.0,646
4470,480830,7.0,4756
4471,961600,9.0,1983
4472,895066,6.0,1320
4473,852986,3.0,2570
4474,818209,4.0,3802
4475,762231,7.0,2858
4476,715573,2.0,4912
4478,1109171,9.0,2657
4479,1047146,6.0,1035
4480,975470,2.0,3392
4481,364775,4.0,858
4482,780854,2.0,4994
4483,569443,3.0,3283
4484,852771,5.0,401
4485,817277,7.0,3885
4487,620378,2.0,1046
4488,908099,9.0,1565
4489,1071492,9.0,3287
4491,423159,1.0,1766
4492,536243,5.0,3121
4493,423790,5.0,1524
4494,1023005,3.0,1484
4495,525457,6.0,4626
4496,1028235,8.0,226
4497,890807,8.0,4725
4498,473983,2.0,3794
4499,569323,9.0,915
4500,449423,4.0,517
4501,692882,6.0,4758
4503,524305,1.0,4252
4505,953444,6.0,4371
4506,494660,8.0,3485
4507,515415,2.0,463
4508,473435,8.0,2461
4509,679938,8.0,1148
4510,1034313,6.0,4579
4511,517457,6.0,2425
4512,432726,7.0,3933
4513,388710,2.0,4971
4514,408700,8.0,3143
4515,442887,3.0,2912
4516,982327,7.0,4890
4517,1019889,3.0,3201
4518,621705,6.0,1743
4519,860912,8.0,4176
4520,1103073,8.0,3295
4521,928026,8.0,3782
4522,865595,3.0,3548
4523,364042,3.0,4125
4524,741810,10.0,3410
4525,690237,2.0,3242
4526,696049,2.0,4588
4528,504357,7.0,3861
4529,844688,2.0,4129
4530,1096229,2.0,4737
4531,579628,5.0,2344
4533,890538,9.0,1363
4534,761758,1.0,3278
4535,796492,2.0,4151
4536,445968,6.0,1567
4539,661352,9.0,4522
4540,1135060,7.0,1218
4541,400982,2.0,3179
4542,612888,6.0,2560
4543,798768,7.0,2339
4544,894902,9.0,451
4545,537051,2.0,3964
4546,662186,8.0,3706
4548,958822,6.0,408
4549,435685,1.0,2372
4550,649768,5.0,3641
4551,483323,2.0,1906
4552,687023,10.0,3070
4553,1149753,5.0,2784
4554,925074,1.0,977
4556,684309,1.0,1812
4557,1044048,7.0,4759
4558,633840,5.0,3162
4559,1099411,4.0,1461
4560,356299,2.0,1661
4561,935260,1.0,3710
4562,558608,3.0,3083
4563,887025,6.0,4164
4564,1092429,1.0,3999
4565,764519,2.0,664
4567,1063080,4.0,687
4568,926272,4.0,3129
4569,669508,3.0,3305
4570,656409,3.0,3660
4571,566947,1.0,209
4572,791261,10.0,3719
4573,888342,10.0,4647
4575,526653,7.0,1978
4576,817227,7.0,4935
4577,553434,9.0,2167
4579,918617,2.0,1656
4580,827529,7.0,3138
4582,556556,8.0,2918
4583,745667,5.0,4551
4584,499592,3.0,171
4585,1054888,2.0,750
4586,771212,4.0,1472
4587,569681,5.0,2842
4589,694201,9.0,2980
4590,998844,8.0,384
4591,1140597,5.0,4462
4592,683932,8.0,3586
4593,665459,2.0,2449
4594,696449,6.0,1961
4595,762197,2.0,293
4596,574996,2.0,1083
4597,825338,4.0,2657
4598,805916,4.0,237
4599,439971,2.0,4970
4600,380770,6.0,1435
4602,994543,8.0,1457
4603,556210,6.0,4076
4605,903989,6.0,4928
4606,644391,1.0,2540
4607,649345,4.0,3103
4608,357460,1.0,3640
4609,943342,8.0,2354
4610,863198,10.0,557
4611,757945,2.0,3956
4612,471178,1.0,3467
4613,573444,4.0,265
4614,465913,5.0,156
4615,684802,4.0,3455
4616,618693,4.0,2330
4617,925793,7.0,4844
4618,803309,5.0,2762
4619,415661,2.0,793
4620,740747,8.0,2698
4621,577084,2.0,1075
4623,1104697,6.0,1917
4624,710751,9.0,3422
4625,459219,7.0,4298
4626,628444,9.0,3565
4628,468672,3.0,4809
4629,374091,3.0,1288
4630,971068,5.0,4899
4631,1041489,2.0,1445
4634,1059670,4.0,2915
4635,593765,6.0,2204
4636,404104,7.0,1130
4637,496205,3.0,3722
4638,1057650,8.0,820
4639,911562,3.0,3773
4640,696712,2.0,4190
4641,486967,9.0,4964
4642,522182,5.0,1418
4643,521271,8.0,4869
4644,580335,2.0,4325
4645,605250,4.0,2220
4646,1031250,7.0,4894
4647,803728,10.0,2931
4648,572127,7.0,2170
4649,728449,10.0,928
4650,1127938,6.0,861
4651,696636,7.0,2418
4652,941704,9.0,2709
4653,770671,1.0,722
4654,952207,8.0,1069
4655,750802,5.0,593
4656,493382,8.0,3171
4657,768635,4.0,192
4658,404476,6.0,1293
4659,638967,6.0,949
4661,1001458,4.0,3316
4662,375866,9.0,216
4663,826259,4.0,4023
4664,373171,5.0,4545
4665,533151,6.0,2254
4666,670283,4.0,3802
4667,430977,10.0,3889
4668,806056,1.0,665
4669,1087542,8.0,4701
4670,638494,5.0,1441
4671,527866,4.0,559
4672,917015,3.0,4698
4673,651885,7.0,3728
4674,735979,6.0,4651
4675,398664,3.0,868
4676,912759,7.0,1186
4677,1112113,2.0,656
4678,1134473,8.0,3824
4679,501084,5.0,340
4680,836221,2.0,3639
4681,504108,6.0,3799
4682,1083322,8.0,2931
4683,784119,8.0,4428
4684,464011,9.0,1077
4685,577011,6.0,2919
4686,1063727,5.0,3159
4687,435164,7.0,3424
4688,393847,4.0,4866
4689,778739,6.0,1600
4690,1111026,6.0,2129
4691,943095,7.0,384
4692,1069499,10.0,2711
4693,567909,6.0,3385
4695,418154,10.0,1117
4696,658925,5.0,2893
4697,883054,6.0,4856
4699,1100505,4.0,3139
4700,487992,3.0,4864
4702,765094,2.0,2611
4703,384107,8.0,4530
4704,825228,3.0,1086
4706,707714,3.0,658
4707,1114912,2.0,3970
4708,647523,2.0,3619
4709,1033890,3.0,1410
4710,784460,6.0,413
4711,1041286,10.0,3055
4712,1142886,8.0,2788
4713,867960,10.0,4361
4714,377849,9.0,525
4715,1071681,6.0,4037
4716,403834,7.0,4645
4717,1024439,2.0,2360
4718,965821,5.0,4192
4719,531266,8.0,2579
4720,1140601,4.0,3163
4721,812815,6.0,1534
4722,828857,9.0,4961
4724,692308,7.0,3919
4725,764311,9.0,3314
4726,721713,10.0,2949
4727,442052,6.0,4268
4730,1029633,5.0,550
4731,441247,4.0,2193
4732,940100,3.0,3700
4733,560209,9.0,711
4734,1042677,1.0,4417
4735,424946,3.0,3293
4736,532463,9.0,1239
4737,921912,5.0,1497
4738,548937,8.0,393
4739,506934,4.0,613
4740,774824,6.0,2294
4741,918435,7.0,4983
4742,1072558,6.0,2030
4744,597862,1.0,587
4745,400252,9.0,1260
4746,649329,5.0,987
4747,438641,5.0,4672
4748,512185,2.0,2524
4749,377996,7.0,2321
4750,468783,4.0,3715
4751,1131559,3.0,1145
4752,1083377,6.0,567
4753,374493,6.0,2996
4754,906774,8.0,1936
4755,1127602,3.0,913
4756,754397,4.0,2009
4757,592962,4.0,2624
4758,964049,4.0,783
4759,1005065,8.0,1700
4760,649139,2.0,3988
4762,455518,6.0,2534
4763,1107974,9.0,1776
4764,535608,8.0,2009
4765,1062493,3.0,1805
4766,870769,3.0,3977
4767,995242,7.0,3638
4768,947772,10.0,206
4770,420490,2.0,2085
4771,529643,7.0,2843
4772,528396,3.0,3570
4773,998596,8.0,581
4774,1098572,2.0,3296
4776,358661,9.0,1116
4777,765956,6.0,1884
4778,1053765,4.0,2742
4779,584540,1.0,1766
4780,538820,7.0,3962
4781,422585,2.0,4956
4782,449227,4.0,1462
4783,947683,6.0,2874
4784,563464,7.0,613
4787,1067031,7.0,3636
4788,698663,2.0,1743
4789,1041156,6.0,2016
4790,368393,9.0,2896
4792,536154,9.0,4870
4793,505508,4.0,3693
4794,459014,1.0,2553
4795,840597,6.0,4198
4796,875612,8.0,4803
4797,886218,1.0,3617
4798,508841,3.0,3675
4799,1037965,8.0,4961
4800,970809,9.0,4092
4801,356449,4.0,2278
4802,914142,4.0,270
4803,806681,4.0,3134
4804,769490,5.0,2650
4805,1031765,6.0,3044
4806,706235,1.0,4506
4807,807923,10.0,3387
4808,481816,6.0,533
4809,491155,9.0,2053
4810,955259,5.0,789
4812,492375,2.0,4951
4814,998099,6.0,4947
4815,894207,6.0,323
4816,1069436,6.0,4957
4817,1071849,6.0,2244
4818,612050,4.0,3884
4819,921934,6.0,3436
4820,784894,6.0,4110
4821,504176,2.0,3380
4822,647691,7.0,4001
4823,628107,4.0,446
4824,759908,7.0,514
4825,639278,1.0,4568
4826,439941,8.0,3928
4827,1044118,6.0,3690
4828,841418,9.0,1585
4829,767176,4.0,1882
4830,761890,9.0,2093
4831,845870,8.0,3944
4832,361250,4.0,3721
4833,382282,3.0,228
4834,868079,4.0,2432
4835,893772,4.0,2929
4836,414002,7.0,2969
4837,953355,4.0,2538
4838,867672,6.0,3853
4839,476163,4.0,651
4840,1037479,5.0,1239
4841,461298,9.0,1242
4842,557126,7.0,2403
4843,595006,3.0,3773
4844,399820,9.0,2468
4845,531516,2.0,3807
4847,755072,4.0,1814
4848,994726,6.0,1094
4850,496167,1.0,2241
4851,1053398,2.0,4937
4852,592060,8.0,2049
4854,1084923,6.0,1090
4855,542270,1.0,4919
4856,640917,1.0,3423
4857,1132496,7.0,4575
4858,801339,2.0,604
4859,606837,1.0,4435
4860,949862,4.0,3375
4861,866555,6.0,4334
4863,451918,6.0,4622
4864,448390,3.0,4484
4865,872164,1.0,3672
4866,995347,8.0,2603
4867,419330,6.0,4003
4868,986725,5.0,3507
4869,886681,4.0,402
4870,377760,5.0,1696
4871,519977,2.0,1067
4872,885573,7.0,1869
4873,493997,6.0,3909
4875,755497,1.0,2400
4876,453083,9.0,3228
4877,419797,4.0,3129
4878,462844,9.0,1979
4880,957617,4.0,2027
4881,855268,6.0,3757
4882,741160,7.0,1670
4883,982799,9.0,2847
4885,353236,1.0,2640
4886,714966,1.0,1960
4887,878975,7.0,4206
4888,1010575,6.0,3907
4889,590118,9.0,1265
4890,574973,8.0,1406
4891,903601,2.0,911
4892,1090548,7.0,3096
4893,557813,6.0,3375
4894,1054803,5.0,1187
4895,478849,5.0,773
4896,558312,9.0,3134
4897,887400,1.0,4314
4898,1127418,1.0,1560
4899,1058672,1.0,4914
4900,653243,3.0,2795
4902,362940,2.0,4331
4903,639304,6.0,1149
4905,966472,1.0,2321
4906,997041,5.0,4146
4907,443098,3.0,1669
4908,796609,5.0,3141
4909,491546,5.0,2798
4910,989655,2.0,1626
4911,672838,6.0,3300
